primary_key,hotel_id,hotel_name,tripadvisor_id,review_text,rating,published_date
248,51,Hotel de L’ Europe,10062812.0,Literally the most horrific hotel  i have ever stayed in. Dirty run down rooms which wouldn’t be out of place in a prison. Rude shouty staff that look like crack heads. Only two filthy broken toilets and showers shared between the entire five floor hotel. They refused to refund our second night. DO NOT STAY HERE ,1,2023-06-19T19:15:42Z
249,51,Hotel de L’ Europe,10062812.0,"Very bad stay, nothing is good, room has ants, Very very bad behavior from the reception guys specially Abd Elhakem and the old man, i was asking for help about the hot water in bathroom that wasn’t work then he won’t come to fix or show me how it work and said with bad reactions just try i don’t have time to help you, Hotel is very narrow, elevator for only one person with one small bag. Air Heater is not working. there’s no reception area to have seating and put your luggage I didn’t see any space. i think they replaced it by nursery and close it from the guest. I will never back again!
the one and only thing is the location because it’s close to metro station.",1,2023-05-29T08:53:21Z
250,51,Hotel de L’ Europe,10062812.0,"We have stayed in many 5* hotels across the world, but in its own way,  this traditional, family run hotel rates with the best of them. Peacefully situated on the bank of the River Gave, not far from the Grotto of Lourdes, it is a real haven. 
Built in 1920, it retains its original architectural features and ambience. 
It is immaculately clean and includes good quality bedding and towels. The food reflects the region and is plentiful and delicious. Having an intolerance to garlic I was happy that they prepared my meals separately. Few hotels do. We'll be back.",5,2022-07-01T17:48:50Z
251,52,InterContinental Willard,84131.0,"History here exudes.
Location is just short walk east of White House.
Service levels are excellent.
It is election night. Peaceful. Sedate.
A good jumping off app for major attractions.
Lincoln stayed here.
Grant drank here.
Round Robin bar is small but intimate.",5,2024-11-05T22:09:08Z
252,52,InterContinental Willard,84131.0,"I currently stay at the Willard for five days (leaving the day after tomorrow), and unfortunately, my experience so far is extremely disappointing. On the first day, I was greeted with unsightly stains in the middle of both bedspreads (pictures attached). Although the reception quickly changed the linens and offered a restaurant credit, this was just the beginning of a series of unacceptable issues.

That evening, I found that the water in the bathroom was not hot. The sink water was barely lukewarm, and the shower was only slightly warmer, making it unsuitable for a bath. I reported this to the reception the next morning, and they assured me they would address it. However, when I returned after 10 hours, I found a mere drink voucher and a note claiming a technician had been informed, yet the water temperature was still unchanged.

Frustrated, I contacted the reception again, and they sent a technician who spent 20 minutes in the bathroom, measuring the water temperature at 92 degrees Fahrenheit (picture attached). He argued that this was sufficiently hot, all while wearing shoes in the bathroom and bathtub (which was not cleaned thereafter). He promised to replace the fixtures the next day, but when I returned, nothing had been done. The water remained as cold as on the first night.

The hotel did not offer a room change, which is unacceptable for such an expensive establishment. Despite multiple complaints about the cold water, the only response was a voucher for a complimentary drink at the bar. It seems the hotel expects me to endure five days with lukewarm water, which is far from the service one would expect at this price point. 

Looking at the other reviews, I don't seem to be the first to have problems with cold water. However, it seems that no appropriate solution has been found for this problem or even how to deal with the affected guests.",1,2024-10-28T23:10:49Z
253,52,InterContinental Willard,84131.0,We ate at the Restaurant 7 times in a week (6 breakfast and one dinner) We had stayed at another hotel and our tour guide said this was a great place to eat. She was spot on. Next time we will stay at this hotel it looked great. We were on vacation and this place was unknow. Outstanding food at a good price with terrific service.,5,2024-10-20T12:06:58Z
254,52,InterContinental Willard,84131.0,I attended high tea at the Willard… deepak made it very special for my two friends — got us birthday cupcakes and a complimentary glass of champagne— very grateful for his service — he made it fun!!  I wish there was more savory bites / cucumber Sammies / and lobster rolls lol,5,2024-10-20T10:00:45Z
255,52,InterContinental Willard,84131.0,Juan Pablo G (JP) was one of the best servers I’ve  ever experienced in Washington in over 50 years of coming into the capitol. Thank you JP for making my memorial celebration day for Mrs. Ethel Kennedy… a great experience… definitely will return for these kinds of experiences!,5,2024-10-16T11:02:38Z
256,53,Four Seasons Koh Samui,633407.0,"Best resort we’ve ever stayed in. Truly 5 star experience, with the best staff, outstanding food, and magical resort built into the hillside. The spa was the best I’ve ever experienced too. Our kids loved the kids club so much and wished to drop in every day. We can’t wait to return and miss the friendly staff already!",5,2024-10-05T09:02:58Z
257,53,Four Seasons Koh Samui,633407.0,"Thumbs up for everything! Special mention is the food at Koh Thai Kitchen. So impeccable. Ate the coconut milk soup, among many other dishes.  Breakfast was a good spread at Koh Thai Kitchen too. 

Villa was so beautiful 😍 with a long big pool for swimming. Curtains for privacy. Fridge outdoor at the deck beside the pool. Amazing view of the sea from the pool. 

Buggy service was prompt each time. 
All the staff were very attentive and everyone greeted us each time they saw us making us feel very welcomed. 

Highly recommended resort. ",5,2024-09-17T10:03:44Z
258,53,Four Seasons Koh Samui,633407.0,"The secluded bungalow, the private pool, the outstanding personalized service... my husband and I felt so special, like we were the most important guests ever to visit the Four Seasons Koh Samui. Everything was perfect. ",5,2024-09-10T14:47:44Z
259,53,Four Seasons Koh Samui,633407.0,"One of my best experiences, this Hotel exceeds all expectations in service, attention to details and guests and restaurant / spa facilities
The residents villas are superb and the personal butler service amazing (Ekkalat you are the best butler I ever experienced !!!!, thanks for all your care !!! ",5,2024-09-10T11:10:09Z
260,53,Four Seasons Koh Samui,633407.0,"Superb service and amazing resort! The ambience, attentiveness and courtesy of the staff was beyond compare. Chef Deepak made my birthday phenomenal with a very special meal. Nicholas, the head of food and beverage, went out of his way to ensure we were comfortable and Aui was simply a star. No request was too much trouble for the staff and we really appreciate the all the care, thank you!",5,2024-09-02T09:05:04Z
261,54,Four Seasons Los Angeles at Beverly Hills,76049.0,"Elegant urban hotel with superb staff, especially David. It is likely time for room renovations comparative to other Four Seasons, but the operations of the hotel were as you’d expect from a Four Seasons. Perhaps more of a corporate stay location than leisure.",4,2024-10-16T15:49:10Z
262,54,Four Seasons Los Angeles at Beverly Hills,76049.0,"This is a fantastic hotel with the ABSOLUTE BEST customer service.  Everyone was so very helpful from the front desk to the concierge, to the valet staff.  It seemed like they all knew you by name after the initial interaction as well.  If you have an issue, they are ready to find a solution and seem genuinely concerned about the overall quality of your stay. 

The elevators can get a little busy if there is a conference, but even with that minor inconvenience I would highly recommend staying here.",5,2024-10-13T15:17:15Z
263,54,Four Seasons Los Angeles at Beverly Hills,76049.0,"Check in was excellant, Pool attendant was really not what we expected but Ryan the manager was really nice and offered a great recovery. He was truly helpful to provide us with the service you woukd expect from FS.
Your room was super and the property was in prestine condition. 
Today we will again ask the young man to stay away from us and we set up our own launge chairs, provide our own cold water and purchase our Food and beverage pur selves.

We live our lives with Aloha and have enjoyed our FS stays with almost no issues.",3,2024-10-12T10:55:28Z
264,54,Four Seasons Los Angeles at Beverly Hills,76049.0,I always feel at home here. The best and kindest staff. Even a last minute reservation is treated with the most respect and accommodations. It feels like family every time. ,5,2024-09-23T13:13:21Z
265,54,Four Seasons Los Angeles at Beverly Hills,76049.0,"You can’t go wrong with the Four Seasons anywhere and this was no exception.  Excellent service, accomodations are too notch and the staff is so nice.",5,2024-09-22T13:09:29Z
266,55,"Four Seasons Washington, D.C.",1514423.0,"Overpriced, and extremely slow service. I was excited to try the DC Bourbon Steak because Ina Garten recently raved over their burger. I also have eaten at many Michael Mina restaurants when living in the Bay Area.  Well, this one was a miss.
First off, you can't order the burger unless you are dining in the bar.  Second, we waited an hour for any morsel of food.  Meanwhile we saw neighboring tables who arrived after us receiving popovers, fries and even first courses.  By the time we finally received our trio of fries, they were not even hot.
We enjoyed the tomato tart and the salad.  The oysters were not special and were quite expensive.  My date did not care for his steak - too charred on the outside and burnt tasting.  My lamb shops were ok, but undercooked.  We were intrigued by the idea of dessert, but just did not want to wait any longer. Our server was impossible to hail down!  I'll be back in the DC area many times over the next four years, but I won't be returning to Bourbon Steak.",2,2024-10-23T16:03:22Z
267,55,"Four Seasons Washington, D.C.",1514423.0,"I am a regular client and been eating there for more than 10 years and love the place. However, today was a different experience. The French fries at the beginning was served cold. I asked them to replace which they did but came so late after the salad. 

I ordered Ahi Tuna as main dish. The tuna was cold again and in the middle of the peace it was so cold. I have left half of the  serving. 
I am so disappointed  with this experience .",1,2024-09-11T23:53:11Z
268,55,"Four Seasons Washington, D.C.",1514423.0,"We dropped in for a nightcap on a Friday evening. The good news is they have one of the more interesting cocktail menus I have seen. Lots of good and different things to try! The bad news is that it was so dark it was tough to see any menu. Service was mixed as the staff seemed distracted, and the drinks were very expensive, even for a Four Seasons.",4,2024-09-02T19:53:36Z
269,55,"Four Seasons Washington, D.C.",1514423.0,"One of the best restaurants of Washington DC. Great Location with even better service. Food is great, starting by the breads they serve you when you arrive. I like everything about this restaurant. I will comeback.",5,2024-03-15T12:28:31Z
270,55,"Four Seasons Washington, D.C.",1514423.0,"Celebrated our son’s birthday here and it was outstanding! Zero complaints with anything here. Everything from reception, to seating, service and food was outstanding. We look forward to returning and will be recommending without hesitation.",5,2024-03-03T11:20:15Z
271,56,Four Seasons Boston,89585.0,"I stayed here for two nights while visiting local colleges. Located directly across from the Public Garden a perfect place for a morning walk. The hotel is also near a number of great restaurants and the main shopping district. 

The front desk staff is very good though honestly not quite on par with other Four Seasons in which I have recently stayed.

All in all a fine hotel in a great location.",5,2024-11-10T12:51:53Z
272,56,Four Seasons Boston,89585.0,"First time in Boston, First time in USA and first holiday abroad in a long, long time, we wanted to go all out luxury.  An 11th hour chat with a colleague who advised us to stay in the Back Bay Area saw me change hotels to the Four Seasons.  The location is perfect, directly across from the Boston Public Gardens and our room choice reflected this.  The hotel is best described as a big modern box with the rooms smaller boxes within it.  I’ll be honest, reading the hype about Four Seasons, I was expecting old school grandeur in the entrance and the public areas but there was none.  Arriving, you go from the car drop off through a set of doors into the foyer and are met straight ahead by the reception desks. It’s a modern, stand up check in.  I honestly felt that we’d entered the back door of the hotel!  We’ve stayed in some lovely, five star and deluxe hotels in the past and my expectations for this standard of entrance and foyer were not met.  (The hotel has a distinct lack of public space, there are one or two seats in the foyer but no large lounge area.  A coffee shop and small restaurant/bistro are on the ground floor. The hotel and the room were immaculately clean.   We went with a front facing Deluxe Garden View Room with One king bed. The view was lovely, as we went in October the colours of the trees across the street were beautiful.  Room itself was not huge, but comfortable with a nice table and chairs at the window.  The bathroom was small but well appointed with a shower and bath.  Staff could not have been nicer and more accommodating, allowing us an earlier check in and late check out plus giving us access to the hotel amenities until we left at 5pm.  This included an internal courtyard which we viewed but looked a bit windy so we didn’t go in. As we only had two days and a night in Boston we wanted to explore the city so didn’t spend much time in the hotel and never got to see the pool. 
We had in room dining on arrival for a late lunch which was very nice in the form of a club sandwich to share.  
On the Saturday morning I joined executive chef Patrice Martineau for the “Run Club” a fantastic experience seeing beautiful parts of the city on a run which is free for guests. One of the most memorable experiences of any hotel stay.  Sadly we didn’t get a chance to experience the Chef’s team’s amazing breakfast as there was a 30 minute wait when we arrived at the restaurant, which surprised us for a hotel of this standard, we’d never been asked to wait for breakfast before. The restaurant manager insisted he could get us in, but the moment had passed and we decided to grab something externally and explore Boston. This led to a very accommodating reduction in our bill which was extremely nice of all concerned. We were extremely grateful for the kindness and level of service by all staff, the location was perfect to explore the city and the hotel is immaculate. In summary, comparing with other luxury hotels we’ve been in, we had higher expectations. We felt it was overpriced for a box in a box room, a disappointing 30 minute wait for breakfast and a lack of public areas to sit and relax, however the staff and location could not be surpassed.  Would we stay there again? Yes… if there was a deal on the room rate… but we would look at other nearby options.",4,2024-11-03T00:41:30Z
273,56,Four Seasons Boston,89585.0,"pros - location
cons- high price / low service
food in restaurant embarrassing bad
cleaning staff share elevators with guests
very disorganized staff - we stayed 5 days and they never learned that we where 3 people so always only 2 bathrobes.
room service min 45 min all the time
service charge 18%
delivery fee 7 usd for delivering what you ordered 

why service fee? 
why not publish it on the website, so i can choose?
why a delivery fee?

will never stay again",2,2024-10-22T13:07:53Z
274,56,Four Seasons Boston,89585.0,"A lovely property in my favorite part of Boston facing the public garden with very nice rooms, great beds, and excellent service.  Room service breakfast was excellent (but please serve the bagel as a platter so I can leave off some of the ingredients).  The little courtyard on the sixth floor (aka The Sanctuary) is lovely

I would definitely stay here again -- provided the Hilton Park Plaza right behind it is not on strike.  That was very noisy, particularly the drumming and horns, which really helped ruin the in-room experience (e.g., at 10am on a Sunday morning)",4,2024-10-20T10:43:21Z
275,56,Four Seasons Boston,89585.0,"Located directly across from the Boston Common and close to Freedom Trail sites. It has been renovated with beautiful style and colors throughout, very classy. Rooms have very large flat screen TVs and beautiful bathroom. We upgraded to a suite, it had a sliding door to separate the rooms, great for privacy when sharing with a friend. Something I have never seen in a hotel, complimentary coffee drinks, lattes etc and complimentary mini muffins and biscotti. Also on every floor, a room with ice machine and complimentary snacks, bags of popcorn and chips and candy selections. Top notch in every way, I would stay here again!",5,2024-09-23T20:20:47Z
276,57,Four Seasons Chicago,114591.0,"4seasons is always about beyond expectations. Great location, good dining and drinking options within the hotel Efficient room service. Banquets facilities also excellent. Good in room amenities and we had a wonderful stay. The concierge is always helpful.",5,2024-11-11T04:16:31Z
277,57,Four Seasons Chicago,114591.0,"I’m genuinely perplexed about the reviews here. Are they written by bots or am I living in a parallel universe? After staying at hotels worldwide, this property can’t possibly be a 5-star establishment.

It’s imperative that this hotel be shut down and renovated immediately or sold to new owners. It’s an insult to the Four Seasons brand, which has already declined due to their refusal to refresh their properties and their inability to compete with newer brands like Edition, Public, Six Senses, Aman, and so on.

The property is extremely outdated and feels gross. The service is terrible; it took 30 minutes to get a toothbrush kit, and I even requested a new hairdryer because the one in the room was broken, likely old, and never received it. And the food? Inedible! Avoid the rib eye quesadilla at all costs; it’s filled with some strange stew. I’ll never be staying here again. Save yourself the trouble and stay at the Waldorf or Pendry instead.",2,2024-11-10T13:48:54Z
278,57,Four Seasons Chicago,114591.0,We all know that four seasons hotels are the ultimate in comfort and perfection. Chicago really is the most exceptional hotel. The rooms are made for comfort. Lighting and amenities are abundant and luxurious. The staff is so helpful and make everything look easy!  The lobby and bar are comfortable and beautiful,5,2024-11-09T11:02:34Z
279,57,Four Seasons Chicago,114591.0,"I mean this is four season: amazing atmosphere in the restaurants, bar, lobby - lots of cool looking people. 

Excellent service, very kind team. Good food too. Not typical hotel food. 

Most helpful and resourceful Concierge and hands on Hotel Manager.

I would only say that the rooms would benefit from some refreshment and renovations as the age seems to taking its toll on the facilities... Bathrooms can be made bigger, gym / pool area also very good - not nearly as good as in Moscow or Dubai or Hong Kong.",5,2024-11-09T09:09:30Z
280,57,Four Seasons Chicago,114591.0,The worst Four Seasons I’ve ever stayed at. Needs a refresh and I waited 20 minutes for my “expedited” toothbrush kit. For the rates they charge one would think the service would be more commensurate  sadly it’s not  I would stay at the peninsula instead  you will thank me 😢,3,2024-11-08T01:46:29Z
281,58,Four Seasons Palm Beach,85517.0,"Everything about our stay exceeded expectations. The bedding was cloud-like, the room layout was intuitive, and the bathroom was spa-worthy. What really stood out was how the staff remembered our preferences after just one day - from our favorite breakfast table to our preferred newspaper. The location couldn't have been better, and the overall ambiance was serene yet sophisticated.",5,2024-11-11T01:25:03Z
282,58,Four Seasons Palm Beach,85517.0,"We received top class service, all the staff were very helpful, the room service responded promptly and were very polite. All the toiletries were of high quality. We lived there during the period when the Hurricane came to Tampa, they treated us with great understanding and tried to make us feel at home.",5,2024-10-15T15:26:52Z
283,58,Four Seasons Palm Beach,85517.0,"Let me tell ya, this place is something else! From the get-go, we felt like VIPs. The lobby was gorgeous - all fancy and stuff, but not in a stuffy way. Our room was massive and had this huge bathtub that I practically lived in for our whole stay. The restaurant on-site was top-notch too - we ended up eating there most nights 'cause it was just so good. And the locati",5,2024-10-05T23:04:22Z
284,58,Four Seasons Palm Beach,85517.0,"I recently traveled with my wife and infant to the Four Seasons Palm Beach in mid-September for three nights, and we had a wonderful time. It was our second visit to the property, after a very positive stay three years ago on a family trip with all adults. We had been looking for a chance to come back, and it turned out to be perfect for us now with a baby in tow. We could not have received warmer and more attentive service, and we just love how this property exudes a laid-back retro beach vibe that is comfortable, but luxurious enough to be a Four Seasons. 

Trip Planning/Pre-Arrival:

As we always do when booking a Four Seasons, we made sure to book through a Preferred Partner travel agent, which enabled us to get free perks (I highly recommend doing this). For no extra cost, our reservation included early check-in and a room upgrade based on availability, a one-time $100 resort credit, and a breakfast credit each morning of $110, which could be used in the restaurant or for in-room dining. We appreciated that the breakfast credit was actually enough to cover breakfast for two, which is not the case at all Four Seasons properties. We had booked the most basic Palm View Room, and also appreciated that our travel agent was able to confirm an upgrade to a Resort View Room prior to arrival with the hotel, even though the upgrade is usually not given until check-in.

Prior to our stay, I contacted the hotel with questions through the Four Seasons app, and they always responded within minutes. They sent me a variety of helpful pre-arrival information, including a local guide to popular restaurants, as well as the daily activity schedule at the hotel. I was really impressed at how nicely presented and organized the recommendations were. It was also nice that when I asked some follow-up questions related to traveling with an infant, the staff was easily able to customize the recommendations further.

The only slight negative was that while the staff would always respond to my initial messages very quickly, the follow-through to complete the request was sometimes missed. For example, a request to make a dining reservation was acknowledged, but only completed when I followed up over a day later and it was clear it had been forgotten. A similar thing happened again when we asked for information about cabana rentals. I received a response saying information would come shortly, but never received anything.
	
There was then a third communication miss during our stay. We had made a request on the app at one point to have an in-room dining plate removed from our room, and were told someone would be right up. Six hours later, it was still there. While the staff is great, and these were minor misses, a little more attention to the chat messages would be helpful to ensure the app works as intended.

Arrival:
Our arrival experience at the hotel was very positive. We were helped promptly by a bellman and directed to the front desk, where the clerk who checked us in was friendly and professional. She immediately offered us glasses of sparkling wine, along with a welcome back to the hotel and acknowledgement that they were looking forward to making sure we had an even better stay than last time, when we had some minor suggestions for improvement. As part of the hotel’s efforts to make sure we had a great return stay, we really appreciated the news that our room had been upgraded several categories beyond what we expected, to an Ocean View Studio Suite, and that it was ready early around noon. Justin, the hotel’s front desk manager, also greeted us upon arrival, as did another member of the management team. We really loved the warm welcome and the strong effort to make sure we were recognized as repeat guests.
Room:

For a little bit of context on the room types and hotel layout, the hotel is an unassuming set of three nondescript white concrete buildings (North, Main, and South), which are each four stories tall and arranged in a U-shape facing the pools and beach. Although the hotel has been a Four Seasons for a long time, it wasn’t originally built as one, and the look of the buildings reflects that. However, the entire interior is great, with a pink and green botanical and beachy feel that carries between common areas and the rooms, which pairs well with the lush exterior. All portions of the hotel are connected by interior corridors on the ground level, and it is relatively compact, which we love. No matter where your room is, it’s not far to any hotel amenity, and it’s just spread out enough to not feel crowded. 

All of the standard guest rooms are split between the North and South buildings, which are positioned perpendicular to the ocean, so the rooms have angled balconies. The difference between the standard room types is really just view/location, as they are all identical in size at 393 square feet, which definitely felt small during our last stay.

The best building is the Main Building, which I believe only contains suites, and was where we stayed this time. The location is ideal, with rooms right above the lobby, and easy access to the pools and restaurant. The views are also the best, since you’re looking straight at the pools and ocean. 

We really enjoyed the Ocean View Studio Suite, and I would love to have one again in the future. While the title of “suite” for this room type feels like a little bit of a stretch, since it was basically just a large hotel room, it was certainly a step up from the small standard rooms. Especially with a baby and all of her gear, we really appreciated the extra space, since the room had a king bed, plus a large sitting area with a pull-out couch and extra armchair. The covered balcony was also nicely sized with a table and two chairs.

The bathroom was nice as well, and was spacious as compared to those in the standard rooms (again, like the rest of the room, the suite bathroom would probably seem standard sized at many hotels, but was noticeably an upgrade here). The bathroom was nicely appointed in marble, with a spacious walk-in shower and large vanity with two sinks. We like the geranium and mandarin-scented bath products at this hotel, which fit the destination well. The bathroom was well stocked in general, including plenty of thick towels and robes.

The minibar features an espresso machine and tea kettle, along with snacks and a stocked fridge. You can’t use the fridge to store your own things, since it was the type where you are automatically charged if a sensor notices that you move any of the minibar items. However, when we requested a separate fridge for our own use with the baby, they sent one up right away, which was large.

I was also glad to see that this hotel continues to evolve and takes guest feedback into account. During our last stay, one of my complaints was that there was no beach bag offered in the room, but the rooms now offer them for guests to use during their stay.

We were also very impressed with how well-equipped the room was for traveling with a baby. Prior to our arrival, we had requested any baby items the hotel could provide, and there were many of them, ready to go when we arrived in our room. In addition to some cute baby gifts, including two stuffed animals, the room was stocked with an Ubbi diaper pail, hooded baby towel, diapers, sound machine, baby tub, and baby shampoo and lotion. They also included a full crib. We also needed distilled water to make bottles, and the hotel was happy to provide a full gallon for us so that we didn’t have to go out to buy it. The breadth of items offered was incredibly appreciated and helpful.

In addition to enjoying the amount of space and amenities, I thought the room was in good condition, although there is starting to be just slight wear and tear to the some of the furniture and fabrics that will need a little bit of a refresh in the coming years.

The hotel also provided daily amenities that we really enjoyed. Shortly after check-in, handwritten notes welcoming both us and our daughter individually to the hotel were delivered, along with bottled water, a bowl of fresh fruit, and some small desserts. The next day, we received a plate of chocolates, and then on our last night, a cheese and charcuterie plate. We know this is above and beyond what we’d normally receive, even at a Four Seasons, but really appreciated the staff’s commitment to making sure our return visit this time was perfect.

Housekeeping did a good job, and our room was always very clean. We would typically request cleaning at the time that worked best for us each day, and it was always completed when requested. Turndown was a little more of a mixed bag. While the turndown service itself was fine, the timing of it wasn’t ideal, and it was always done very early. One night, the housekeeper came for turndown at a time that wasn’t convenient, so we asked if she could come back a bit later while we’d be at dinner. She responded by saying she’d see if she could make it work, since she planned to be in the other building later. She did return, but still earlier than we had requested, so we had to ask again for her to come back. I didn’t like feeling pressured about it, and we weren’t asking for it to be done at an unreasonably late time. We were also disappointed on another night to come back from the pool shortly after 5:00 pm to find turndown already completed. That’s simply too early, and we much prefer to have time to shower after being at the pool or beach, and then have turndown while we’re at dinner, so that we can get towels replenished for the next morning.

Beach & Pool:

The beach and pools at the Four Seasons Palm Beach are lovely, and were a major motivation for returning to this hotel in the first place. The pool deck itself is very spacious, with more than enough lounge chairs and space for everyone, set up in various locations facing the pools or toward the ocean. The two pools offered are a main family pool, and then a separate smaller adults-only pool on its own to one side, separated by a wall of landscaping. Both pools are truly just steps away from the beach itself, which is perfect for easily going between the beach and pools or back to your room. The beach itself is also very nice, with typically placid waters, soft sand, and rows of chairs set up each morning facing the ocean. The staff even set up fun displays in the sand with toys for kids each day as well.

There are also a few cabanas in prime spots by each pool that can be rented, in addition to sun beds on the beach. We ended up deciding to book a cabana by the family pool one day, and it was easy to reserve using a QR code in our room that listed hotel activities. We really loved having the private space and personalized attention and service that came with it. The cabana we rented was $250 for the day, and included two glasses of any wine on the pool menu, a fruit plate, and unlimited still and sparkling water, tea, and soda. Given what was included and how nice the space was, we found the cost to be relatively reasonable. 

The beach and pool had impeccable service, with personal attention from friendly and enthusiastic staff members. It was not very crowded a couple of the days we were there mid-week in September, and the staff was just always present, kind, and ready to be helpful, which we loved. They did a great job of checking in on us very often, sometimes even with just a quick wave or thumbs up to make sure we were ok, which provided a perfect level of attentiveness without being too intrusive. The staff would also leave a button to press anytime we wanted service, which usually wasn’t necessary since they were around so much. However, the couple times we did press the button, we were being served truly within seconds. 

There were also frequent little extras passed to guests at the beach and pool, which are always really nice at luxury hotels, including fresh fruit, mini smoothies, and even mini mimosas one time. Our favorite pool amenity was the gelato cart that was offered for an hour each afternoon by the family pool, with several flavors and toppings to choose from.

It was clear to me that the high level of service was not just because the hotel was pretty empty (although it certainly helps), as even on a busy Saturday when we first arrived, service from Gwen at the beach was top notch, and we really appreciated how helpful Michael and the other beach staff members were with setting up umbrellas, adjusting them with the sun and wind, and making guests aware of the ocean conditions and possible hazards. 

Other Hotel Activities: 

Outside of spending time at the beach and pool, I would highly recommend taking advantage of some of the daily hotel activities that are included as part of the $45 per night resort fee. In our room, there was a QR code that only works on the hotel wifi network, which took us to a website listing the various classes offered each day. The only health and wellness class offered was beach yoga (more general fitness classes would be nice), and then there were a variety of food and beverage options, with something different offered each day (mixology, cooking school, a chocolate class). There are only a few spots in each class, so it’s worth signing up early in your stay for any you may be interested in.

The only class that worked with our schedule this time was a mixology class at Seaway, the outdoor restaurant by the pool. It was a quick, but enjoyable experience, and the bartender who conducted it was very nice. He had a station set up for each participant to mix the various ingredients to create one of the cocktails on the pool/beach menu, and then we got to take that cocktail with us back to the pool.

Otherwise, the resort fee includes complimentary bikes available to rent, as well as use of a house car that can go within a six-mile radius. We didn’t use the house car, and it seems to be of limited utility, since the main areas for shopping and dining in Palm Beach that everyone would typically want to visit are further than six miles away.

The hotel also has tennis courts (with lessons available for a fee), a gym, and a spa for additional activities.

Dining: 

Florie’s is the main hotel restaurant, which overlooks the pool from pretty interior and exterior seating areas. We had breakfast there two mornings, and had a pleasant experience each time. The service was always attentive and friendly, and the food was pretty good. However, we thought Florie’s really stood out more in the evening. We went there for dinner on our first night and had a really wonderful meal. The tuna tartare and local burrata were great starters, along with the delicious complimentary warm bread that is provided. We also had a truffle pasta special and the salt-crusted dorade that was fileted tableside, and both were really excellent. 

We enjoyed our dinner at Florie’s so much that we even cancelled a dinner reservation at an outside restaurant another night because we enjoyed staying at the hotel to dine so much, which is really rare for us when traveling. We ultimately returned to the Florie’s lounge area on each of the next two nights for lighter meals and drinks, as well as another time during their daily happy hour for discounted oysters and drinks.

The Florie’s bar/lounge area is especially pretty and comfortable, like being in a cozy living room. Our visits there were made even better by the server Christian. He was absolutely wonderful, and provided excellent service. He remembered us each day, was always attentive, and exhibited a truly caring, kind nature. On one occasion when our daughter started melting down toward the end of our visit, Christian showed such care and concern for her, and without having to ask, went ahead and prepared a tray of our food and drinks, plus some small dessert items, to take back up to the room. He anticipated our needs so well in that situation, and seeing him each night was a highlight of our time at the hotel. He is a huge asset to the team.

The other main dining option at the hotel is Seaway, an outdoor restaurant overlooking the beach that is only open for lunch. It would be nice if it had dinner service as well, since it has great views, and it would be nice to have a second dinner option. The menu at Seaway is what is offered at the pool and beach as well. We enjoyed lunch at Seaway on our arrival day, plus food and drinks on multiple occasions at the pool and beach. We’re big fans of their chirashi bowl and mahi tacos in particular. Their bartenders also make great cocktails, with the Endless Summer (basically a spicy margarita with mezcal) being our favorite.

We did choose in-room dining on one occasion for breakfast, and it was a positive experience. The food arrived in exactly the time frame quoted on the phone when I ordered, and the staff member set it up nicely for us on our balcony. Food quality was identical to dining in the restaurant.

Location:

Although the Four Seasons is located in Palm Beach, it’s at the quiet, south end of Palm Beach, a good 15-minute drive from the main shopping and dining areas. If you plan to go into the thick of Palm Beach often, it might be helpful to have a car. We don’t mind the location at all, since we like the peace and quiet that the Four Seasons affords, but I could see others being unhappy if you were hoping to be in the most central location possible. Somewhere like The Breakers would be a better choice if a more central location is what you’re looking for, although that property is much larger than the intimate Four Seasons. 

We do love how convenient it is to fly into West Palm Beach (PBI) for a stay here, which is an easy 15-minute drive from the hotel.  

Staff Service:

When staying at a beach resort where we’re going to spend most of our time on property, service is really key, and this hotel was perfect. We felt recognized and valued as guests throughout our visit. It helped that it wasn’t busy during most of our stay, so the staff/guest ratio was high, but we were also there on one busier day, and the service level was the same. Everyone was friendly and approachable, and it felt genuine. It truly feels like the team at this hotel takes pride in their jobs and wants to make sure guests have a great experience. I’m often frustrated with service at luxury hotels just not being quite good enough, but I would point to the Four Seasons Palm Beach as the template others should follow. 

The personalized nature of the service was noted and appreciated. For example, Justin, the Front Desk Manager, was so nice, and went out of his way to find us and check-in on us every single day of our stay, which we loved. He remembered what we were doing and asked about it afterward, and it really helped to know we had someone we could go to if we needed anything at all.

Separately, when we mentioned that our dog, who often travels to Four Seasons hotels with us and had been at this hotel previously, couldn’t make it this time, the hotel sent up a handwritten note for her, along with a flamingo dog toy and dog treats we could take home. This personalized touch meant so much to us.

The only place where service could be considered at all poor was at the hotel boutique, Swell. We went in there very briefly to look around and found the staff member to be rude, which was interesting, since we had the same complaint about Swell during our stay three years ago. However, that was truly so minor and in no way overshadows the near perfection that is the service at this hotel otherwise.

Overall:

We love the Four Seasons Palm Beach, and were so glad we chose this for a weekend getaway. The property is lovely and easy to navigate, with excellent staff and facilities. It was a perfect stay with a baby, and we look forward to returning as a family in the future. After stays at many Four Seasons properties, we have concluded that this is one of our favorites.",5,2024-09-29T16:05:54Z
285,58,Four Seasons Palm Beach,85517.0,Absolutely incredible property. The rooms were excellent. The pool and beach were amazing. Food and Serice great! ,5,2024-09-05T14:04:15Z
